src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration_sec,packets_per_sec,bytes_per_sec,syn_count,ack_count,fin_count,rst_count,label
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,49345,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
15.197.213.252,172.20.10.4,443,64565,TCP,1,90,0.000,1.000,90.000,0,1,0,0,normal
107.22.13.228,172.20.10.4,443,64142,TCP,24,6389,31.564,0.760,202.415,1,24,0,0,normal
172.20.10.4,107.22.13.228,64142,443,TCP,31,21944,31.564,0.982,695.227,1,30,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,63169,53,UDP,1,110,0.000,1.000,110.000,0,0,0,0,normal
172.20.10.4,52.182.143.208,63538,443,TCP,3,163,21.603,0.139,7.545,0,3,1,0,normal
15.197.213.252,172.20.10.4,443,63526,TCP,3,202,0.000,229007.634,15419847.328,0,3,0,0,normal
172.20.10.4,68.219.99.63,53370,443,TCP,475,503973,52.102,9.117,9672.738,1,474,0,0,normal
68.219.99.63,172.20.10.4,443,53370,TCP,325,63948,52.102,6.238,1227.353,1,325,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,0.000,217391.304,17282608.696,0,2,0,0,normal
135.225.243.52,172.20.10.4,443,55434,TCP,1,94,0.000,1.000,94.000,0,1,0,0,normal
172.20.10.4,20.171.240.180,59874,443,TCP,5,330,15.432,0.324,21.384,5,0,0,0,normal
172.20.10.4,15.197.213.252,63526,443,TCP,2,192,0.000,606060.606,58181818.182,0,2,0,0,normal
13.69.68.64,172.20.10.4,443,56517,TCP,12,7330,10.518,1.141,696.870,1,12,1,0,normal
172.20.10.4,199.232.41.55,63937,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
107.22.13.228,172.20.10.4,443,58699,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,107.22.13.228,51433,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
107.22.13.228,172.20.10.4,443,51433,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,13.89.179.10,54133,443,TCP,20,8358,8.897,2.248,939.459,1,19,1,0,normal
172.20.10.4,107.22.13.228,58699,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,13.69.68.64,56517,443,TCP,12,4212,10.518,1.141,400.439,1,11,1,0,normal
13.89.179.10,172.20.10.4,443,54133,TCP,18,8024,8.897,2.023,901.917,1,18,1,0,normal
199.232.41.55,172.20.10.4,443,63937,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.1,172.20.10.4,53,62481,UDP,1,158,0.000,1.000,158.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,62481,53,UDP,3,281,48.431,0.062,5.802,0,0,0,0,normal
13.107.6.158,172.20.10.4,443,60557,TCP,12,8080,0.000,299251.870,201496259.352,1,12,0,0,normal
13.107.6.158,172.20.10.4,443,60556,TCP,12,8080,0.000,41465.100,27919834.140,1,12,0,0,normal
172.20.10.4,13.107.6.158,60556,443,TCP,10,4397,0.000,32216.495,14165592.784,1,9,0,0,normal
172.20.10.4,20.171.240.180,51507,443,TCP,5,330,15.558,0.321,21.211,5,0,0,0,normal
172.20.10.4,172.20.10.1,62481,53,UDP,1,77,0.000,1.000,77.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,62481,UDP,3,559,48.431,0.062,11.542,0,0,0,0,normal
172.20.10.4,192.178.223.188,53560,5228,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,185.199.110.154,52227,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
142.250.151.94,172.20.10.4,443,64853,UDP,10,4908,0.000,657894.737,322894736.842,0,0,0,0,normal
192.178.223.188,172.20.10.4,5228,53560,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,13.107.6.158,60557,443,TCP,9,4280,1.003,8.975,4268.081,1,8,0,0,normal
185.199.110.154,172.20.10.4,443,52227,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,142.250.151.94,64853,443,UDP,8,3779,0.000,311284.047,147042801.556,0,0,0,0,normal
172.20.10.3,172.20.10.15,137,137,UDP,3,276,0.000,361445.783,33253012.048,0,0,0,0,normal
172.20.10.4,172.20.10.15,138,138,UDP,1,243,0.000,1.000,243.000,0,0,0,0,normal
172.20.10.4,20.171.240.180,60555,443,TCP,5,330,15.132,0.330,21.808,5,0,0,0,normal
172.20.10.4,142.250.117.94,60558,80,TCP,5,684,0.000,41356.493,5657568.238,1,4,0,0,normal
172.20.10.4,23.210.252.238,60559,80,TCP,4,483,0.000,106100.796,12811671.088,1,3,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,62796,53,UDP,2,187,0.000,24213.075,2263922.518,0,0,0,0,normal
23.210.252.238,172.20.10.4,80,60559,TCP,3,404,0.000,149253.731,20099502.488,1,3,0,0,normal
172.20.10.4,13.248.234.20,50726,443,TCP,3,163,15.132,0.198,10.772,0,3,1,0,normal
13.248.234.20,172.20.10.4,443,50726,TCP,4,291,15.132,0.264,19.230,0,4,1,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,62796,UDP,2,358,0.000,24271.845,4344660.194,0,0,0,0,normal
142.250.117.94,172.20.10.4,80,60558,TCP,4,673,0.000,86767.896,14598698.482,1,4,0,0,normal
172.20.10.4,13.107.213.44,55121,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
13.107.213.44,172.20.10.4,443,55121,TCP,1,54,0.000,1.000,54.000,0,0,0,1,normal
52.123.129.14,172.20.10.4,443,50727,TCP,1,54,0.000,1.000,54.000,0,1,0,1,normal
172.20.10.4,199.232.41.55,52809,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
199.232.41.55,172.20.10.4,443,52809,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
142.250.129.83,172.20.10.4,443,55601,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
68.219.99.63,172.20.10.4,443,51516,TCP,4,291,14.098,0.284,20.642,0,4,1,0,normal
34.8.7.18,172.20.10.4,443,55093,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,142.250.129.83,55601,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,68.219.99.63,51516,443,TCP,2,109,14.098,0.142,7.732,0,2,0,0,normal
172.20.10.4,34.8.7.18,55093,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
107.22.13.228,172.20.10.4,443,64142,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,107.22.13.228,64142,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
15.197.213.252,172.20.10.4,443,63526,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,61709,UDP,1,254,0.000,1.000,254.000,0,0,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,0.000,127388.535,10127388.535,0,2,0,0,normal
135.225.243.52,172.20.10.4,443,55434,TCP,1,94,0.000,1.000,94.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,55673,UDP,1,186,0.000,1.000,186.000,0,0,0,0,normal
172.20.10.4,15.197.213.252,63526,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,55673,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,61709,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
172.20.10.4,199.232.41.55,63937,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
107.22.13.228,172.20.10.4,443,58699,TCP,7,467,0.000,134615.385,8980769.231,0,7,2,1,normal
172.20.10.4,107.22.13.228,58699,443,TCP,4,217,0.000,65359.477,3545751.634,0,4,1,0,normal
199.232.41.55,172.20.10.4,443,63937,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,68.219.99.63,65326,443,TCP,3,163,30.215,0.099,5.395,0,3,1,0,normal
68.219.99.63,172.20.10.4,443,65326,TCP,5,345,30.215,0.165,11.418,0,5,1,0,normal
172.20.10.4,107.22.13.228,51433,443,TCP,2,108,0.000,1538461.538,83076923.077,0,2,1,0,normal
107.22.13.228,172.20.10.4,443,51433,TCP,4,293,0.000,192307.692,14086538.462,0,4,1,0,normal
172.20.10.4,192.178.223.188,53560,5228,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.1,172.20.10.4,53,62796,UDP,1,327,0.000,1.000,327.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,62796,53,UDP,1,85,0.000,1.000,85.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,60594,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,60594,UDP,1,235,0.000,1.000,235.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,62796,53,UDP,2,233,1.000,1.999,232.889,0,0,0,0,normal
172.20.10.4,40.126.53.17,56928,443,TCP,16,5750,0.745,21.470,7715.865,1,15,0,1,normal
172.20.10.4,68.219.99.63,61379,443,TCP,3,163,30.214,0.099,5.395,0,3,1,0,normal
172.20.10.4,52.104.144.41,56180,443,TCP,9,3781,1.000,8.997,3779.741,1,8,0,0,normal
68.219.99.63,172.20.10.4,443,61379,TCP,5,345,30.214,0.165,11.419,0,5,1,0,normal
40.126.53.17,172.20.10.4,443,56928,TCP,21,17811,0.206,101.913,86436.367,1,21,0,0,normal
172.20.10.4,140.82.112.21,56179,443,TCP,15,4382,14.293,1.049,306.589,1,14,1,1,normal
172.20.10.4,185.199.110.154,52227,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
140.82.112.21,172.20.10.4,443,56179,TCP,15,7436,14.293,1.049,520.264,1,15,1,0,normal
192.178.223.188,172.20.10.4,5228,53560,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,62796,UDP,2,560,1.001,1.999,559.673,0,0,0,0,normal
185.199.110.154,172.20.10.4,443,52227,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
52.104.144.41,172.20.10.4,443,56180,TCP,11,8859,1.000,10.996,8856.134,1,11,0,0,normal
172.20.10.4,68.219.99.63,59354,443,TCP,3,163,29.918,0.100,5.448,0,3,1,0,normal
68.219.99.63,172.20.10.4,443,59354,TCP,5,345,29.918,0.167,11.532,0,5,1,0,normal
20.44.10.123,172.20.10.4,443,50454,TCP,13,8116,1.005,12.929,8071.986,1,13,0,0,normal
172.20.10.4,20.44.10.123,50454,443,TCP,16,7558,1.005,15.913,7516.898,1,15,0,0,normal
40.79.197.35,172.20.10.4,443,56927,TCP,15,7766,10.779,1.392,720.452,1,15,1,0,normal
68.219.99.63,172.20.10.4,443,54542,TCP,5,345,29.912,0.167,11.534,0,5,1,0,normal
40.79.197.35,172.20.10.4,443,50453,TCP,11,7238,10.034,1.096,721.322,1,11,0,1,normal
172.20.10.4,68.219.99.63,54542,443,TCP,3,163,29.912,0.100,5.449,0,3,1,0,normal
172.20.10.4,40.79.197.35,50453,443,TCP,9,3094,10.779,0.835,287.031,1,8,1,0,normal
172.20.10.4,40.79.197.35,56927,443,TCP,17,6624,10.780,1.577,614.495,1,16,1,0,normal
172.20.10.4,68.219.99.63,53370,443,TCP,3,163,29.897,0.100,5.452,0,3,1,0,normal
68.219.99.63,172.20.10.4,443,53370,TCP,5,345,29.897,0.167,11.540,0,5,1,0,normal
13.107.6.158,172.20.10.4,443,60557,TCP,1,54,0.000,1.000,54.000,0,1,0,1,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,51926,UDP,1,268,0.000,1.000,268.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,51926,53,UDP,1,99,0.000,1.000,99.000,0,0,0,0,normal
172.20.10.4,199.232.41.55,52809,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,0.000,112994.350,8983050.847,0,2,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,55197,53,UDP,1,99,0.000,1.000,99.000,0,0,0,0,normal
13.107.6.158,172.20.10.4,443,60556,TCP,1,54,0.000,1.000,54.000,0,1,0,1,normal
135.225.243.52,172.20.10.4,443,55434,TCP,1,94,0.000,1.000,94.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,55197,UDP,1,296,0.000,1.000,296.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,61983,53,UDP,1,99,0.000,1.000,99.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,61983,UDP,1,268,0.000,1.000,268.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,63388,53,UDP,1,99,0.000,1.000,99.000,0,0,0,0,normal
199.232.41.55,172.20.10.4,443,52809,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,63388,UDP,1,296,0.000,1.000,296.000,0,0,0,0,normal
142.250.129.83,172.20.10.4,443,55601,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
68.219.99.63,172.20.10.4,443,51516,TCP,1,54,0.000,1.000,54.000,0,1,0,0,normal
34.8.7.18,172.20.10.4,443,55093,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,142.250.129.83,55601,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,68.219.99.63,51516,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,34.8.7.18,55093,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
107.22.13.228,172.20.10.4,443,64142,TCP,4,293,0.000,392156.863,28725490.196,0,4,1,0,normal
172.20.10.4,107.22.13.228,64142,443,TCP,2,108,0.000,1538461.538,83076923.077,0,2,1,0,normal
15.197.213.252,172.20.10.4,443,63526,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
13.107.246.44,172.20.10.4,443,62676,TCP,57,71344,7.063,8.070,10101.177,1,57,1,0,normal
172.20.10.4,13.107.246.44,53445,443,TCP,12,4168,8.952,1.340,465.586,1,11,1,0,normal
13.107.246.44,172.20.10.4,443,53445,TCP,11,1456,8.952,1.229,162.643,1,11,1,0,normal
172.20.10.4,13.107.246.44,62676,443,TCP,33,5142,7.063,4.672,728.024,1,32,1,0,normal
172.20.10.4,15.197.213.252,63526,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,199.232.41.55,63937,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,20.254.1.203,62678,443,TCP,13,2974,0.000,72992.701,16698483.998,1,12,0,0,normal
172.20.10.4,4.176.49.0,62677,443,TCP,19,8443,2.009,9.458,4202.713,1,18,0,0,normal
20.254.1.203,172.20.10.4,443,62678,TCP,14,10953,0.000,85995.086,67278869.779,1,14,0,0,normal
199.232.41.55,172.20.10.4,443,63937,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
4.176.49.0,172.20.10.4,443,62677,TCP,21,15265,2.009,10.454,7598.731,1,21,0,0,normal
172.20.10.4,142.250.140.95,56430,443,UDP,10,6158,1.005,9.954,6129.366,0,0,0,0,normal
172.20.10.4,172.20.10.1,52688,53,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
142.250.140.95,172.20.10.4,443,56430,UDP,14,6113,1.005,13.935,6084.426,0,0,0,0,normal
172.20.10.4,172.20.10.1,50155,53,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,50155,UDP,1,141,0.000,1.000,141.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52688,UDP,1,107,0.000,1.000,107.000,0,0,0,0,normal
172.20.10.4,172.211.123.250,65387,443,TCP,2,151,0.000,40899.796,3087934.560,0,2,0,0,normal
172.20.10.4,192.178.223.188,53560,5228,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,55382,53,UDP,1,122,0.000,1.000,122.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,55382,53,UDP,1,102,0.000,1.000,102.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,55382,UDP,1,272,0.000,1.000,272.000,0,0,0,0,normal
172.211.123.250,172.20.10.4,443,65387,TCP,1,228,0.000,1.000,228.000,0,1,0,0,normal
172.20.10.4,20.9.155.145,62679,443,TCP,11,3444,1.004,10.955,3429.932,1,10,1,0,normal
172.20.10.4,185.199.110.154,52227,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.1,172.20.10.4,53,55382,UDP,1,252,0.000,1.000,252.000,0,0,0,0,normal
192.178.223.188,172.20.10.4,5228,53560,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
185.199.110.154,172.20.10.4,443,52227,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
20.9.155.145,172.20.10.4,443,62679,TCP,11,5592,1.004,10.955,5569.168,1,11,1,0,normal
fe80::f871:a6ff:fecc:2464,ff02::1,0,0,IP,1,134,0.000,1.000,134.000,0,0,0,0,normal
135.225.243.52,172.20.10.4,443,55434,TCP,1,94,0.000,1.000,94.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,60357,UDP,1,123,0.000,1.000,123.000,0,0,0,0,normal
142.250.140.95,172.20.10.4,443,59343,UDP,16,11864,1.010,15.844,11748.206,0,0,0,0,normal
172.20.10.4,142.250.140.95,59343,443,UDP,13,5597,1.010,12.873,5542.281,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,60357,53,UDP,1,107,0.000,1.000,107.000,0,0,0,0,normal
172.20.10.4,199.232.41.55,52809,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,1.005,1.989,158.135,0,2,0,0,normal
199.232.41.55,172.20.10.4,443,52809,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
142.250.129.83,172.20.10.4,443,55601,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
68.219.99.63,172.20.10.4,443,51516,TCP,1,54,0.000,1.000,54.000,0,0,0,1,normal
34.8.7.18,172.20.10.4,443,55093,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,142.250.129.83,55601,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,68.219.99.63,51516,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,34.8.7.18,55093,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
15.197.213.252,172.20.10.4,443,63526,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,142.250.140.95,62214,443,UDP,14,5528,0.736,19.025,7512.038,0,0,0,0,normal
172.20.10.4,13.107.246.44,62682,443,TCP,13,1480,0.590,22.039,2509.095,1,12,1,0,normal
142.250.140.95,172.20.10.4,443,62214,UDP,17,6403,0.736,23.102,8701.348,0,0,0,0,normal
172.20.10.4,172.20.10.1,53317,53,UDP,1,70,0.000,1.000,70.000,0,0,0,0,normal
172.20.10.4,77.214.51.18,62681,443,TCP,11,1384,0.219,50.281,6326.227,1,10,1,1,normal
13.107.246.44,172.20.10.4,443,62685,TCP,14,9405,0.348,40.204,27008.260,1,14,1,0,normal
13.107.246.44,172.20.10.4,443,62682,TCP,15,9463,0.590,25.430,16043.157,1,15,1,0,normal
172.20.10.4,13.107.246.44,62680,443,TCP,13,1461,0.378,34.406,3866.731,1,12,1,0,normal
13.69.116.109,172.20.10.4,443,62689,TCP,9,7486,0.000,514285.714,427771428.571,1,9,0,0,normal
13.107.246.44,172.20.10.4,443,62680,TCP,15,9493,0.219,68.550,43382.967,1,15,1,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,57757,UDP,1,203,0.000,1.000,203.000,0,0,0,0,normal
172.20.10.4,77.214.51.18,62686,443,TCP,11,1366,0.188,58.531,7268.467,1,10,1,1,normal
52.123.128.14,172.20.10.4,443,62684,TCP,19,11634,0.314,60.472,37027.666,1,19,1,0,normal
172.20.10.4,77.214.51.18,62688,443,TCP,10,1363,1.012,9.877,1346.197,1,9,0,0,normal
172.20.10.4,13.107.246.44,62687,443,TCP,11,1381,0.000,207156.309,26007532.957,1,10,0,0,normal
172.20.10.4,13.69.116.109,62689,443,TCP,9,1953,1.001,8.995,1951.832,1,8,0,1,normal
77.214.51.18,172.20.10.4,443,62688,TCP,12,9458,1.012,11.852,9341.450,1,12,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,53317,53,UDP,1,90,0.000,1.000,90.000,0,0,0,0,normal
172.20.10.4,15.197.213.252,63526,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,57757,53,UDP,1,96,0.000,1.000,96.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57757,UDP,1,183,0.000,1.000,183.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,53317,UDP,1,338,0.000,1.000,338.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,57757,53,UDP,1,76,0.000,1.000,76.000,0,0,0,0,normal
172.20.10.4,52.123.128.14,62684,443,TCP,14,1588,0.314,44.558,5054.112,1,13,1,0,normal
172.20.10.1,172.20.10.4,53,53317,UDP,1,318,0.000,1.000,318.000,0,0,0,0,normal
172.20.10.4,77.214.51.18,62683,443,TCP,25,2191,0.590,42.387,3714.757,1,24,1,1,normal
13.107.246.44,172.20.10.4,443,62687,TCP,13,9349,0.000,372492.837,267879656.160,1,13,0,0,normal
172.20.10.4,13.107.246.44,62685,443,TCP,13,1470,0.348,37.331,4221.273,1,12,1,0,normal
172.20.10.4,199.232.41.55,63937,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
199.232.41.55,172.20.10.4,443,63937,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
77.214.51.18,172.20.10.4,443,62683,TCP,94,116612,15.046,6.247,7750.192,1,94,8,0,normal
77.214.51.18,172.20.10.4,443,62686,TCP,20,9158,15.299,1.307,598.603,1,20,8,0,normal
172.20.10.4,192.178.223.188,53560,5228,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,185.199.110.154,52227,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
192.178.223.188,172.20.10.4,5228,53560,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
77.214.51.18,172.20.10.4,443,62681,TCP,21,9216,15.265,1.376,603.728,1,21,8,0,normal
185.199.110.154,172.20.10.4,443,52227,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,63845,UDP,3,856,23.399,0.128,36.582,0,0,0,0,normal
172.20.10.4,172.20.10.1,63845,53,UDP,1,73,0.000,1.000,73.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,63845,UDP,1,329,0.000,1.000,329.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,63845,53,UDP,3,297,23.399,0.128,12.693,0,0,0,0,normal
172.20.10.4,172.211.123.250,64559,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.211.123.250,172.20.10.4,443,64559,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,58322,UDP,1,254,0.000,1.000,254.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,54352,UDP,1,186,0.000,1.000,186.000,0,0,0,0,normal
13.107.246.44,172.20.10.4,443,62691,TCP,34,33394,0.795,42.782,42019.138,1,34,0,0,normal
172.20.10.4,142.250.117.94,60558,80,TCP,2,108,0.000,139860.140,7552447.552,0,2,1,0,normal
172.20.10.4,23.210.252.238,60559,80,TCP,2,108,0.000,238095.238,12857142.857,0,2,1,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,53624,UDP,1,280,0.000,1.000,280.000,0,0,0,0,normal
23.210.252.238,172.20.10.4,80,60559,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,54352,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
13.107.246.44,172.20.10.4,443,62690,TCP,13,9397,0.778,16.706,12075.515,1,13,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,64660,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
172.20.10.4,13.107.246.44,62691,443,TCP,18,2818,0.795,22.649,3545.821,1,17,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,58322,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,53624,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
172.20.10.4,13.107.246.44,62690,443,TCP,8,1303,0.778,10.280,1674.396,1,7,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,64660,UDP,1,235,0.000,1.000,235.000,0,0,0,0,normal
142.250.117.94,172.20.10.4,80,60558,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
104.208.16.92,172.20.10.4,443,51040,TCP,73,11069,5.951,12.266,1859.894,1,73,1,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,0,0,IP,11,946,163.798,0.067,5.775,0,0,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,0.000,227272.727,18068181.818,0,2,0,0,normal
135.225.243.52,172.20.10.4,443,55434,TCP,1,94,0.000,1.000,94.000,0,1,0,0,normal
172.20.10.4,104.208.16.92,54615,443,TCP,1,66,0.000,1.000,66.000,1,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,0,0,IP,11,914,163.798,0.067,5.580,0,0,0,0,normal
172.20.10.4,104.208.16.92,51040,443,TCP,117,150165,5.951,19.659,25231.752,1,116,1,0,normal
172.20.10.4,52.20.211.222,61531,443,TCP,14,5015,1.293,10.829,3878.981,1,13,0,0,normal
